,teks,tipe
1095,Kau seperti sekuter matic \n yang sering dinaiki si Nita \n Bagiku kau wanita cantik \n yang dapat membuat semua laki-laki jatuh cinta,
1096,Udah bikin janji malah lupa \n tapi aku tidak akan lupa dengan cita-cita \n Aku memang tidak bisa memberimu apa-apa \n karena yang bisa ku beri hanya kasih sayang dan cinta,
1097,Ku ajak pergi ke pantai kau tidak mau \n soalnya aku ingin berdua denganmu \n Saat ini yang perlu kau tau \n ku tak bisa hidup tanpa dirimu,
1098,Buah salak buah duku \n tidak bisa dibuat jamu \n Bila kau belah dadaku \n akan kau temukan tulisan namamu,
1099,Pagi-pagi enaknya makan roti \n karena setelah itu harus pergi menuntut ilmu \n Kamu jangan berkecil hati \n karena hatiku hanya untukmu,
1100,Cinta itu bermula dari mata \n dan terkadang tertulis sampai ke buku \n Kau bagaikan nelayan cinta \n yang selalu menebar benih-benih cinta di hatiku,
1101,Lihat Messi mencetak gol \n tiba-tiba datang seorang tamu \n Aku ingin menjadi borgol \n supaya dapat memborgol cintamu,
1102,Kemarin aku habis dilempar batu \n ternyata yang nglembar batu itu ikan hiu \n Sebenarnya aku ingin katakan sesuatu \n yaitu I love you,
1103,Ada wanita yang rambutnya sebahu \n ternyata dia seorang penjual jamu \n Hari ini kau harus tahu \n aku tak bisa hidup tanpa cintamu,
1104,Kalau nembak cewek jangan pakai senapan \n berilah dia buah duren \n Aku memang bukan orang yang tampan \n tetapi aku imut-imut dan keren,
1105,Hobiku itu menyelam \n ketika menyelam pasti aku mengajak teman minimal satu \n Aku ingin sekali kamu tenggelam \n tenggelam di dalam hatiku,
1106,Naik motor sama mama papa \n pakainya motor matik \n Eeee tadi aku pikir siapa \n Ternyata adinda yang cantik,
1107,Gula pasir lebih manis gula jawa \n buah mahoni lebih pahit dari jamu \n Hatiku ini takkan mendua \n karena hati ini telah jadi milikmu,
1108,Jalan-jalan ke negara Inggris \n banyak gedung berbaris-baris \n Aku rela ditusuk ditusuk keris \n demi cintakmu kepada Adinda yang manis,
1109,Bunga itu bunga mawar \n sering ditaruh sebagai hiasan saku \n Aku ingin menjadi trotoar \n supaya kau dapat berjalan dengan mudah ke hatiku,
1110,Air itu suka diobaok-obok \n habis diobok-obok terus diminumkan ke sapi \n Habis mandi langsung bobok \n supaya bisa cepet ketemu kamu di dalam mimpi,
1111,Manusia dibagi menjadi dua jenis \n serta ada yang muda dan ada yang tua \n Kau hari ini tambak begitu manis \n sampai-sampai melebihi manisnya Gita Gutawa,
1112,Tubuhmu begitu lentik \n pasti kamu sering minum jamu \n Bagi oranglain mungkin kau tidak terlalu cantik \n tapi bagiku tidak ada yang secantik dirimu,
1113,Bagiku kau itu setangkai kembang \n kembang yang tak akan pernah jemu \n Aku ingin menjadi kumbang \n supaya bisa sering hinggap di pelukmu,
1114,Jalan-jalan pakai motor matik \n sambil bawa bekal telur dadar \n Kau hari ini tampak begitu cantik \n sampai melebihi Jesika Iskandar,
1115,Makan nasi sama sekoteng \n minumnya minum jamu \n Aku memang bukan orang ganteng \n tapi hatiku ini tulus untukmu,
1116,Sebelum berangkat belanja \n Olahraga terlebih dahulu supaya sehat \n Jika sudah terlalu lama bekerja \n Badan butuh istirahat,
1117,Jalan-jalan ke Bekasi \n Beli odeng lima ribuan \n Jangan lupa makan-makanan bergizi \n Untuk menjaga kesehatan,
1118,Pergi berlibur ke rumah paman \n Sekalian belajar budaya dan tari \n Tidak ada yang lebih nyaman \n Selain jaga kesehatan diri,
1119,Ke pasar beli kapur barus \n Pulang ke rumah lewat jalan lurus \n Jaga jarak itu harus \n Virus jadi kabur terus,
1120,Beli buah di pasar minggu \n Jangan lupa membeli duku \n Jangan lupa olahraga selalu \n Agar bahagia hadir selalu,
1121,"Pamanku seorang petani \n Punya kebun, punya ladang \n Ayo, membaca buku hari ini \n Supaya masa depan menjadi lebih gemilang",
1122,Di sekolah ada pemuda tampan \n Berangkat pagi jadi tergesa-gesa \n Jika menunda-nunda pekerjaan \n Hanya kata terlambat yang akan tersisa,
1123,Bangun rumah dengan batu bata \n Akan banyak pengeluaran yang muncul \n Apapun yang menjadi cita-cita kita \n Semoga kelak bisa terkabul,
1124,Ada bebek di sungai \n Bebek berenang sudah biasa \n Janganlah terlalu banyak bersantai \n Sukses tidak akan dirasa,
1125,Banyak ikan kecil di selokan \n Jangan lupa diambil dengan saringan \n Bahagia sangat diperlukan \n Untuk mendapatkan kesuksesan,
1126,Main ke rumah teman pinjam gasing \n Rumahnya ada di tengah kota \n Setiap orang punya jalan suksesnya masing-masing \n Jalani saja dan fokus pada jalan kita,
1127,Di halaman rumah ada gunting \n Digunakan memotong kertas \n Nasihat orang tua sangatlah penting \n Untuk jalan hidup yang lurus,
1128,Ada buaya bersembunyi di gua \n Menghindar adalah pilihan yang tepat \n Dengarkanlah nasihat orang tua \n Supaya kamu jadi kuat,
1129,Dia sedang bermain \n Sedang ayahnya sedang mengemudi \n Kalau hidup harus percaya diri \n Agar berani selalu menemani,
1130,Si kakek punya warisan sebilah belati \n Dijaga dengan hati-hati \n Janganlah kamu tinggi hati \n Dijauhi teman itu pasti,
1131,Daging segar di Pasar Jakarta \n Dibeli untuk acara \n Jangan pernah bosan membaca \n Cerdas datang dengan sendirinya,
1132,Pola sehat di usia belia \n Akan lebih sehat jika terus berkarya \n Wajah yang selalu ceria \n Akan membuat orang di sekitar kita bahagia,
1133,"Ada lebah, ada ngengat \n Ada batu, ada juga tanah liat \n Saat lelah terasa sangat \n Beri diri rasa semangat",
1134,Jalan-jalan untuk membeli benang \n Barang yang dipilih harus kuat \n Kalau mau selalu menang \n Harus jadi yang terbaik dan semangat,
1135,Jalan-jalan ke wisata bahari \n Pemandangannya dipenuhi batu-batu \n Rencanakan sesuatu jauh-jauh hari \n Supaya hasilnya menjadi tepat waktu,
1136,Ke Jawa Timur beli soto babat \n Jangan lupa beli untuk bibi \n Kamu jangan jadi jahat \n Agar selalu ditemani,
1137,Di bandara ada tempat penitipan \n Tidak lupa memberikan selamat \n Jangan pernah jadi orang lain \n Kalau diri sendiri sudah hebat,
1138,Hidup sehat di usia belia \n Minum air putih banyak manfaatnya \n Dia akan ikut bahagia \n Jika kamu bersamanya,
1139,Masak ayam rica-rica pakai lada \n Pakai cabai rasanya juga sama \n Kata sempurna tidak perlu ada \n Untuk bisa saling menerima,
1140,Ada acara tampil Tari Saman \n Gerakannya harus terlebih dahulu dipelajari \n Pilihlah dia yang membuat hatimu nyaman \n Supaya kamu miliknya nanti,
1141,Di hutan banyak pohon cemara \n Ada pula hewan-hewan melata \n Janganlah kita saling berpura-pura \n Berlaku seolah tak ada apa-apa,
1142,"Ada perempuan dan laki-laki \n Saling membantu, tidak menggurui \n Entah fase hidup apa yang dimasuki \n Pastikan keluarga sudah merestui",
1143,"Menikah perlu rencana yang matang \n Apalagi sudah mendapatkan pasangan yang dikejar \n Berterimakasihlah dengan orang-orang yang datang \n Karena mereka, kita bisa belajar",
1144,Malam-malam ada banyak bintang \n Hanya ada satu bulan yang terang juga \n Tidak apa jika rasa sakit datang \n Supaya kita bisa belajar tentang hal berharga,
1145,Ke pasar Minggu beli sepatu baru \n Sekalian beli kapur barus \n Dengarkanlah nasihat ibu dan bapak guru \n Supaya nilai tugas selalu bagus,
1146,Main robot-robotan yang perkasa \n Sambil memutar \n Kalau ingin jadi juara \n Giat belajar kuncinya,
1147,Ada anak cantik berkulit kuning langsat \n Wajahnya berubah menjadi sebuah kenangan \n Belajar tidak akan membuatmu tersesat \n Justru akan mempermudah dalam melewati tantangan,
1148,Pergi ke empang untuk memancing \n Pulangnya bawa ikan patin \n Orang tua merasa senang \n Jika anak menempuh pendidikan,
1149,Jalan-jalan ke pemancingan \n Berangkatnya naik motor \n Jangan melupakan pendidikan \n Karena di situ ilmu pengetahuan bertambah,
1150,Beli buku di pasar Johar \n Belinya nggak cuma satu \n Kalau kamu ingin pintar \n Rajin belajar selalu,
1151,Baca buku minum kopi \n Kopi hangat baru diseduh \n Jangan buang sampah di sungai \n Sungai akan terus bersih,
1152,Minyak kayu putih dipakai di badan \n Jangan lupa dioleskan berkali-kali \n Selalu ingat kebersihan lingkungan \n Lingkungan bersih menyenangkan hati,
1153,Main layangan buat bahagia \n Apalagi mainnya bersama-sama \n Buanglah sampah pada tempatnya \n Lingkungan bersih terus terjaga,
1154,Pagi-pagi bagusnya minum susu \n Supaya kesehatan selalu terjaga \n Jangan pernah bosan untuk terus membaca buku \n Karena buku jendela dunia,
1155,Pergi ke pasar naik motor \n Pulangnya beli batagor \n Kalau kamu ingin bertambah pintar \n Jangan pernah malas untuk belajar,
1156,Makan rendang pakai nasi \n Nasinya nasi hangat \n Untuk meraih mimpi \n Harus belajar dengan semangat,
1157,Pergi ke sekolah diantar bunda \n Pulangnya jalan kaki sendiri \n Rajin-rajinlah membaca \n Agar cita-cita bisa tercapai,
1158,Pak Budi pergi tinggal di Bali \n Setiap pagi rajin olahraga \n Kamu harus jadi anak berbakti \n Sehingga orang tua makin cinta,
1159,Jalan-jalan ke pasar di pagi hari \n Pulangnya beli bolu meranti \n Saat mandi jangan lupa menggosok gigi \n Agar gigi tidak bolong lagi,
1160,Beli salak beli kedongdong \n Belinya di pasar Kramat Jati \n Jangan pernah menjadi pribadi sombong \n Agar terhindar dari penyakit hati,
1161,Minum air putih di pagi hari \n Makan buah kaya vitamin \n Puasa Ramadhan sebentar lagi \n Jangan lupa saling memaafkan,
1162,Pergi ke sekolah membawa bekal \n Bekalnya berupa sayur mayur \n Rajinlah untuk terus beramal \n Supaya amal pahala terus mengalir,
1163,Dani suka terbawa arus \n Hingga lupa jati dirinya \n Semangatlah belajar yang terus-menerus \n Kelak akan kau petik buahnya,
1164,Anak gadis dengan pipi merona \n Memakai gelang dari mutiara \n Agar hidupmu penuh dengan makna \n Cobalah peduli dengan saudara,
1165,Pergi nelayan pergi berlayar \n Ikan tangkapan di wadah bambu \n Pagi dan siang kita belajar \n Agar kelak mendapat ilmu,
1166,Katak jantan berkaca \n Si betina merasa malu \n Anak yang malas membaca \n Pasti dimarahi ibu,
1167,Katak jantan sedang berkaca \n Katak betina merasa malu \n Anak yang malas membaca \n Pasti nanti dimarahi ibu,
1168,Jika pergi ke padang datar \n Jangan lupa pulang berlabuh \n Jika kita ingin pintar \n Belajarlah bersungguh-sungguh,
1169,Jika kamu pergi ke dusun \n Jangan lupa bawa beras \n Belajarlah dengan tekun \n Agar kita naik kelas,
1170,Jika kamu pergi ke dusun \n Jangan lupa bawa beras \n Jika kamu belajar tekun \n Kamu pasti naik kelas,
1171,Beli pulsa ada di konter \n Jangan lupa harus dibayar \n Kalau ingin jadi dokter \n Sungguh-sungguhlah kita belajar,
1172,Jika ingin mendulang cadas \n Jangan lupa palu dan baja \n Jika murid tumbuh cerdas \n Guru pun ikut bahagia,
1173,Lihat Petruk memecah batu \n Limbuk dan Cangik memberi makan \n Semua tekun mencari ilmu \n Untuk tujuan di masa datang,
1174,Berjalan-jalan memakai kaos \n Bergambar gajah menanam padi \n Di ajak teman untuk membolos \n Biarkan dia bolos sendiri,
1175,Berjalan-jalan memakai kaos \n Kaos bergambar penenam padi \n Di ajak teman untuk membolos \n Biarkan dia bolos sendiri,
1176,Merasa takut digigit ular \n Kancil sembunyi di pohon lontar \n Jangan malas untuk belajar \n Agar menjadi murid yang pintar,
1177,Lihat Bu Lurah menanam tomat \n Pak Lurah memberi tanah yang cokelat \n Dengan Pak Guru selalu hormat \n Dengan sang teman selalu dekat,
1178,Lihat Lurah menanam tomat \n Tomat ditanam di tanah cokelat \n Dengan Pak Guru selalu hormat \n Dengan teman selalu dekat,
1179,Jalan-jalan kita ke pasar \n Jangan lupa membeli mawar \n Siapa yang ingin menjadi pintar \n Jangan tinggalkan giat belajar,
1180,Kalau suka bermain gitar \n Mainlah yang baik di atas pagar \n Kalau mau menjadi pintar \n Jangan suka malas belajar,
1181,Kalau suka bermain gitar \n Main yang baik di atas pentas \n Kalau mau menjadi pintar \n Jangan suka belajar malas,
1182,Ke pasar membeli lampu pijar \n Jalannya jauh berputar-putar \n Anak sekolah rajin belajar \n Tentu jadi anak yang pintar,
1183,Jika kita memegang kuas \n Melukislah kita di atas kertas \n Jika anak bangsa cerdas \n Bangsa pun akan berkualitas,
1184,Anak ayam turun sepuluh \n Mati satu tinggal sembilan \n Tuntutlah ilmu dengan sungguh-sungguh \n Supaya engkau tak ketinggalan,
1185,Anak ayam turun sembilan \n Mati satu tinggal delapan \n Ilmu boleh sedikit ketinggalan \n Asal jangan putus harapan,
1186,Anak ayam turun delapan \n Mati satu tinggallah tujuh \n Hidup harus penuh harapan \n Jadikan itu jalan tujuan,
1187,Jika hendak kamu melamar \n Jangan banyak tulis dihapus \n Jika siswa rajin belajar \n Sudah tentu pasti lulus,
1188,Seperti ikan yang berenang di air laut \n Aku bebas berenang ke tempat yang kumau \n Mari kawan kita selalu menuntut ilmu \n Agar tercepai cita-cita yang kita tuju,
1189,Hendaklah melempar jangkar \n Kalau ada perahu singgah \n Kalau anak bangsa pintar \n Negeri ini akan bangga,
1190,Pelaut hendak melempar jangkar \n Kalau ada pulau singgahan \n Kalau anak bangsa pintar \n Anak bangsa anak kebanggaan,
1191,Kusimpan buku di atas meja \n Perlahan kubuka dan kubaca \n Belajar tekun di masa muda \n Kelak kita tidak sengsara,
1192,Jalan-jalan ke kota batu \n Ke Jatiluhur membeli sepatu \n Ayo kita mencari ilmu \n Budi yang luhur ciri berilmu,
1193,Jalan-jalan ke Buah Batu \n Ke Cibaduyut membeli sepatu \n Ayo kita mencari ilmu \n Budi yang luhur ciri berilmu,
1194,"Pagi mandi tubuh segar berseri \n Air dingin, panas tak terasa perih \n Pergi belajar tanpa pamrih \n Motivasi tinggi, ilmu pun diraih",
1195,"Mandi pagi tubuh berseri \n Air dingin dari bukit kaki \n Pergi belajar tanpa pamrih \n Motivasi tinggi, ilmu pun diraih",
1196,"Mandi pagi tubuh berseri \n Segar kepala sampai ke kaki \n Pergi belajar tanpa pamrih \n Motivasi tinggi, ilmu pun diraih",
1197,Burung kenari terbang tinggi \n Menembus awan hingga ke pelangi \n Mari pergi mencari ilmu yang tinggi \n Menggapai cita-cita dan jati diri,
1198,Membeli pita di Ciwidei \n Jangan lupa harus dibayar \n Kalau kita ingin pandai \n Jangan lupa harus belajar,
1199,Bunga mawar bunga melati \n Bunga sakura ada di Jepang \n Aku ingin menjadi orang pandai \n Agar bisa didamba orang,
1200,Burung dara terbang ke langit \n Terbang tinggi dikejar-kejar \n Gapailah cita setinggi langit \n Jangan lupa kita belajar,
1201,Jika kamu pergi ke dusun \n Jangan lupa bawa beras \n Belajarlah dengan tekun \n Agar kamu naik kelas,
1202,Carilah ibu yang tercinta \n Untuk bertanya cara meraih bintang \n Carilah ilmu walau ke Cina \n Untuk kehidupan yang gemintang,
1203,Rumah itu dikelilingi pagar \n Halamannya ditumbuhi bunga \n Jadi anak harus pintar \n Agar disayang orang tua,
1204,Burung Nuri terbang tinggi \n Burung Merpati terbang ke sawah \n Kalau kita ingin berilmu tinggi \n Rajin-rajinlah bersekolah,
1205,Jalan-jalan ke Bukit Tinggi \n Menyelam ke lautan mencari ikan sepat \n Sekolahlah kau yang tinggi \n Meraih ilmu sukses kan kau dapat,
1206,Jalan-jalan ke Bukit Tinggi \n Jalan udara terlebih cepat \n Sekolahlah kau yang tinggi \n Meraih ilmu sukses 'kan kau dapat,
1207,Jalan-jalan ke gunung datar \n Jangan lupa membawa nanas \n Jika kita rajin belajar \n Pastilah jadi juara kelas,
1208,Jika kamu pergi ke gurun \n Jangan lupa membawa beras \n Jika kamu belajar tekun \n Kamu pasti naik kelas,
1209,Bintang kecil bintang kejora \n Malam hari pancarkan sinar \n Jika ingin jadi juara \n Harus tetap giat belajar,
1210,Jalan-jalan ke kota Blitar \n Beli semangka di Surabaya \n Jikalau adik ingin pintar \n Banyak membaca itu kuncinya,
1211,Berlayar ke pulau Banda \n Jangan lupa membawa bekal \n Belajarlah ketika muda \n Kelak tua tak menyesal,
1212,Pergi ke kebun bersama Anwar \n Tidak lupa membawa kambing \n Tuntutlah ilmu dengan benar \n Agar berguna untuk semua orang,
1213,Anak menangis hendaklah di pangku \n Nenek menyebrang baik diantar \n Banyaklah engkau membaca buku \n Agarlah kelak menjadi pintar,
1214,Janganlah letih kita mengejar \n Selama masih ada harapan \n Janganlah lelah kita belajar \n Untuk bekal di masa depan,
1215,Beli sayur beli buah \n Hendak dimakan tapi masih mentah \n Jangan malas jangan lelah \n Semangat belajar teruskanlah,
1216,Ke kebun mencari talas \n Yang ada cuma merica \n Jika ingin naik kelas \n Rajin-rajinlah membaca,
1217,Pergi kepasar membeli beras \n Bawanya pake kantong keresek \n Kalau belajar dengan keras \n Pastinya kita kan sukses,
1218,Ganggang hijau daunnya semu \n Kucing berlari membawa ikan \n Jika kita mendapat ilmu \n Kelak kita harus amalkan,
1219,Jalan-jalan di dekat hutan \n Jangan lupa bawa senjata \n Jika kita ingin banyak pengetahuan \n Janganlah kita malas membaca,
1220,Membawa uang pergi ke pasar \n Pisang didapat bukan durian \n Rajin-rajinlah kamu belajar \n Kelak kan berguna di hari depan,
1221,Kuningan identik dengan tape ketan \n Tape ketan yang dibuat dengan sepenuh hati \n Kalau kamu ingin jadi panutan \n Jadilah dulu guru yang baik hati,
1222,Sumedang dekat ke Rajagaluh \n Naik angkot nomor sembilan \n Tuntutlah ilmu bersungguh-sungguh \n Supaya engkau tak ketinggalan,
1223,Jika ke kota beli kain kaca \n Beli pita dua seuntai \n Rajin menulis rajin membaca \n Itu pertanda anak yang pandai,
1224,Jika ke kota beli kain perca \n Beli pita dua seuntai \n Rajin menulis rajin membaca \n Itu pertanda anak yang pandai,
1225,Jika kamu pergi ke dusun \n Jangan lupa membawa beras \n Belajarlah dengan tekun \n Agar kita naik kelas,
1226,Jika kamu pergi ke dusun \n Jangan lupa membawa beras \n Jika kamu belajar tekun \n Kamu pasti 'kan naik kelas,
1227,Ada ubi di atas talas \n Ada budi ada balas \n Sebab pulur santan binasa \n Sebab mulut badan merana,
1228,Perahu layar pergi berlayar \n Menerjang ombak di laut biru \n Selagi muda rajin belajar \n Pastilah kelak banyak berilmu,
1229,Bus sekolah harus dikejar \n Kalau tak mau naik kereta \n Semangatlah di dalam belajar \n Agar tercapai cita-cita,
1230,Di buku IPA ada gerak semu \n Di buku Sejarah ada hal arca \n Jika kita ingin berilmu \n Senang dan rajinlah membaca,
1231,Pagi-pagi pergi ke pasar \n Di pasar jalannya datar \n Kalau adik ingin pintar \n Tentu harus rajin belajar,
1232,Jalan-jalan kepinggir pantai \n Lihat bulan seperti ngaca \n Jikalau anda ingin pandai \n Jangan lupa rajin membaca,
1233,Naik perahu hendak berlayar \n Pulangnya kita menuju pantai \n Rajin-rajinlah kita belajar \n Agar kita menjadi pandai,
1234,Hendaklah tunggu kapal berlabuh \n Berlabuh kapal membawa salak \n Belajarlah kamu bersungguh sungguh \n Agar bahagia hidupmu kelak,
1235,Pergi gembala membawa bokca \n Tidaklah lupa membawa roti \n Hendaklah kamu rajin membaca \n Banyaklah tahu dirimu nanti,
1236,Boneka cantik siapa punya \n Elok dipandang tak pernah jemu \n Janganlah kamu ragu bertanya \n Ragu bertanya sesatlah kamu,
1237,Liburan pergi ke pantai \n Jangan lupa pulang berlabuh \n Jika kita ingin pandai \n Belajarlah sungguh-sungguh,
1238,Liburan kita pergi ke pantai \n Jangan lupa pulang berlabuh \n Jika kita ingin pandai \n Belajarlah bersungguh-sungguh,
1239,Jika kamu ingin melukis batu \n Jangan lupa memakai kuas \n Rajin-rajinlah baca buku \n Agar kita naik kelas,
1240,Jika ingin melukis batu \n Jangan lupa memakai kuas \n Rajin-rajinlah membaca buku \n Agar kita naik kelas,
1241,Naik mobil di jalan datar \n Pulangnya membeli sukun \n Jika kita ingin pintar \n Belajarlah dengan tekun,
1242,Naik perahu sampai muara \n Naik sampan nyangkut di akar \n Jika ingin jadi juara \n Harus terus rajin belajar,
1243,Naik perahu sampai muara \n Naik sampan terkait akar \n Jika ingin jadi juara \n Harus terus rajin belajar,
1244,Pagi-pagi membeli jamu \n Disimpan di atas kertas \n Jangan bosan menuntut ilmu \n Agar jadi anak yang cerdas,
1245,Pagi-pagi membeli jamu \n Jamu disimpan di atas kertas \n Jangan bosan menuntut ilmu \n Agar jadi anak yang cerdas,
1246,Ke pasar membeli duku \n Uangnya hendak diantar \n Kalau rajin membaca buku \n Pasti jadi anak yang pintar,
1247,Jika kita makan petai \n jangan lupa makan kerupuk \n Jika kita ingin pandai \n Rajin-rajinlah membaca buku,
1248,Air terjun jatuh di wadah \n Tanah berkah tumbuh bijinya \n Negeri tercinta sungguh indah \n Negeri tempat mengolah kerja,
1249,Pergi menyelam di dalam laut \n Pergi menyelam di laut Cina \n Kita perlu menjaga laut \n Agar khazanahnya terpelihara,
1250,Pergi menyelam di dalam laut \n Mencari ikan di laut Cina \n Kita perlu menjaga laut \n Agar khazanahnya terpelihara,
1251,Melihat awan berjalan-jalan \n Melihat bintang berseri-seri \n Malam hari ada rembulan \n Siang hari ada matahari,
1252,Melihat awan beriring-iringan \n Kerlip bintang berseri-seri \n Malam hari ada rembulan \n Siang hari ada matahari,
1253,Habis malam datanglah siang \n Habis siang datanglah malam \n Alangkah indahnya sebaran bintang \n Cahaya berkilau menghiasi malam,
1254,"Ke sungai menangkap udang \n Tempatnya membawa koja \n Melihat sungai, sawah dan ladang \n Sangat indah alam semesta",
1255,"Ke sungai kita menangkap udang \n Tempat udang ada di koja \n Melihat sungai, sawah dan ladang \n Sangat indah alam semesta",
1256,"Kain indah kain selendang \n Bunga ditabur di dekat sumur \n Sungguh indah kota Sumedang \n Kota subur, aman dan makmur",
1257,"Baju kebaya selendang sutra \n Dicuci dengan air sumur \n Sungguh indah alam Indonesia \n Negeri subur, aman dan makmur",
1258,Buah salak daun kemiri \n Batangnya sangat berduri \n Kalian semua jangan iri \n Dengan indahnya kekayaan bangsa kami,
1259,Buah salak daun kemiri \n Batangnya penuh sangat berduri \n Kalian semua janganlah iri \n Dengan indahnya negeri kami,
1260,Buah salak daun kemiri \n Batangnya penuh sangat berduri \n Kalian semua janganlah iri \n Dengan kekayaan negeri kami,
1261,Minum kopi sambil berdiri \n Tidak lupa kita memakan roti \n Sejuknya udara di pagi hari \n Melihat merahnya sinar mentari,
1262,Pergi ke bank mengambil uang \n Pulangnya kita naik delman \n Betapa indah mata memandang \n Melihat sawah yang berhamparan,
1263,Lautan dipenuhi karang \n Datang ombak untuk menahan \n Purnama bersinar terang \n Karena kuasa Tuhan,
1264,Pantai penuh dengan karang \n Datang ombak karang menahan \n Purnama bulat bersinar terang \n Karena kuasa Tuhan yang Agung,
1265,Daun ilalang taruh di topi \n Daun kurma ditambah lagi \n Pantun 'ku karang di malam sepi \n Kala purnama telah meninggi,
1266,Beli roti pagi-pagi \n Pulangnya lihat pelangi \n Gunung menjulang tinggi \n Indahnya tak tertandingi,
1267,Membeli roti di pagi hari \n Pulangnya melihat ada pelangi \n Gunung Tampomas menjulang tinggi \n Rakus pengerukan tak tertandingi,
1268,Membeli roti di pagi hari \n Pulangnya melihat ada pelangi \n Gunung Tampomas menjulang tinggi \n Pengeruk pasir tak tertandingi,
1269,Membeli roti di pagi hari \n Pulangnya melihat ada pelangi \n Gunung Tampomas menjulang tinggi \n Melihat lembah di pagi hari,
1270,Musim kemarau ditindas hujan \n Begitu elok guntur menari \n Bumi menangis tak dihiraukan \n Pohon tumbang angin berseri,
1271,Pergi ke laut mencari ikan \n Ikan dijemur sampai kering \n Laut kaya sumber makanan \n Asalkan kita rajin menjaring,
1272,Bersama ibu kita pergi ke pasar \n Membeli ikan yang telah matang \n Indah nian Gunung Papandayan \n Membuat jiwa menjadi tenang,
1273,Bersama ibu ke pasar ikan \n Ikan digoreng menjadi matang \n Indah nian Gunung Papandayan \n Membuat jiwa menjadi tenang,
1274,Pergi ke kedai membeli bunga \n Bunga dibeli cantik sekali \n Alam sekitar perlu dijaga \n Agar hidup senantiasa harmoni,
1275,Berjalan-jalan di tepi tasik \n Bila berjalan perlu berhati \n Alam dijaga kan cantik \n Agar dilihat semua generasi,
1276,Berjalan-jalan di tepi tasik \n Ombak berbuih sampai ke hati \n Alam dijaga biar tetap cantik \n Agar dilihat semua generasi,
1277,Awan merah di ufuk senja \n Terbawa rasa yang menyamudera \n Indah permai alam Indonesia \n Ciptaan Tuhan Yang Maha Kuasa,
1278,Hati-hati kita kesasar \n Bila berjalan di waktu malam \n Betapa hati ini bergetar \n Bila melihat indahnya alam,
1279,Ayo kita ke Kota Malang \n Membawa pulang oleh-oleh jeruk \n Ayo kita berpetualang \n Melihat pemandangan nan sejuk,
1280,Ayo kita ke Kota Malang \n Membawa pulang sekantung jeruk \n Ayo kita pergi bertualang \n Melihat pemandangan nan indah sejuk,
1281,Pergilah ke tepi sungai \n Beribu mega di atas awan \n Pergilah ke tepi pantai \n Pemandangannya indah nan menawan,
1282,Indahnya rumah tak berpenghuni \n Tiada belas tanpa kasihan \n Betapa indahnya alam ini \n Keindahan ciptaan Tuhan,
1283,Ada rumah tak berpenghuni \n Jangan takut dihuni setan \n Betapa indahnya alam ini \n Alam yang indah ciptaan Tuhan,
1284,Rumah indah tak berpenghuni \n Vila di gunung peninggalan \n Betapa indahnya alam ini \n Alam yang indah ciptaan Tuhan,
1285,"Buah kelapa, buah salak \n Jatuh tepat di pelukan arai \n Angin menerpa dan desiran ombak \n Sungguh nikmat berada di pantai",
1286,"Hutan jati, hutan pinang \n Ditanam orang bertahun-tahun \n Dalam hati selalu senang \n Melihat kali berdaun rimbun",
1287,Jalan-jalan ke paku alam \n Melihat orang membeli anyaman \n Janganlah lupa menjaga alam \n Biar kelak hidupmu nyaman,
1288,Gunung menjulang di Eropa \n Sungai mengalir di Afrika \n Janganlah lupa menjaga alam \n Untuk bekal anak cucu kita,
1289,Rambut dikepang memakai pita \n Pergi ke pasar yang sangat ramai \n Jagalah tanah air kita \n Agar damai indah nan permai,
1290,Terbang rendah burung beragam \n Dari huma terbang ke hutan \n Budaya daerah semakin beragam \n Mari kita tetap lestarikan,
1291,Permata di kaki tengah berkarat \n Tetapi hati-hati api yang membara \n Pesona matahari di ufuk barat \n Menyanjung hati yang tengah gembira,
1292,Ke pasar membeli buah jambu \n Jambu dimakan manis rasanya \n Alangkah elok ciptaan-Mu \n Sungai mengalir jernih airnya,
1293,Pergi ke pasar membeli paku \n Tak lupa membawa palu \n Sungguh indah alam negeriku \n Membuatku cinta selalu,
1294,Si Maman mencari kata \n Si Mumun mencari benang \n Begitu indah pulau Dewata \n Hati riang jiwapun tenang,
1295,"Lari ke hutan bertemu tupai \n Lari ke sawah bertemu ular \n Negeriku elok, negeriku permai \n Surge warisan yang takkan pudar",
1296,Indahnya Pantai Losari \n Sungguh indah Pantai Dewata \n Semuanya ada disini \n Di Indonesia Negeri Kita,
1297,Berlayar ke negeri Taiwan \n Tunggu kapal dekat dermaga \n Negeri elok indah rupawan \n Indonesia laksana surga,
1298,Jalan-jalan ke Buahbatu \n Pulangnya beli buah kiwi \n Mari kita saling membantu \n Menjaga alam bumi pertiwi,
1299,Menjulang tinggi Akasia \n Tampak indah dan menawan \n Negeri tercinta Indonesia \n Tempat beta dilahirkan,
1300,Lari pagi bersama livia \n Pulangnya membeli t0ng sampah \n Cobalah lihat tanah indonesia \n Kekayaan alamnya sangat berlimpah,
1301,Pandai tuan bermain kata \n Tetapi jangan bersifat riya \n Banyak orang yang berkata \n Negeri kita makmur dan kaya,
1302,Berbondong-bondong ke pulau jawa \n yang jauh dari macedonia \n Indonesiaku khatulistiwa \n Negeri bahari surga dunia,
